family,sequence,version,file,status,lines,key_path_count,added_path_count,removed_path_count,added_top_level,removed_top_level,added_paths,removed_paths,sha256
FOREST-GARDEN,1,0.1.0,FOREST-GARDEN-Working-Draft-0.1.yaml,working-draft,47,26,26,0,canonical_path | cooperation | definition | lifecycle | not-shared-by-default | pdc_id | status | sycamore | uuid | version,,canonical_path | cooperation | cooperation.allowed | cooperation.allowed[] | cooperation.automatic-branch-access | cooperation.automatic-leaf-access | definition | definition.forest | definition.fully-interconnected | definition.garden | lifecycle | lifecycle.adding-tree-merges-identity-or-data | lifecycle.removing-tree-deletes-tree | lifecycle.tree-presence-lease-applies-when-forest-version-starts | lifecycle.user-creates-and-dissolves | not-shared-by-default | not-shared-by-default[] | pdc_id | status | sycamore | sycamore.future-potted-sycamore-or-garden-gateway-intended | sycamore.garden-native-forest-canopy-connectivity | sycamore.ordinary-internet-equals-forest-canopy-membership | sycamore.potted-version-available | uuid | version,,30c2b1ebdcce9c8cbef705eb2c6e9f9e99ae0ee08182a5ccf67f35d9f5ed4bf2
FOREST-GROVE-PLAN,1,0.1.0,FOREST-GROVE-PLAN-Working-Draft-0.1.yaml,working-draft,72,75,75,0,canonical_path | coordinator_tree | failure_policy | identity | molasses_policy | participants | pdc_id | permissions | result | status | steps | uuid | version,,canonical_path | coordinator_tree | failure_policy | failure_policy.allow_partial_completion | failure_policy.pause_on_unhandled_failure | failure_policy.preserve_failure_receipts | failure_policy.rollback_reversible_steps_when-approved | identity | identity.created_at | identity.expires_at | identity.grove_id | identity.name | identity.purpose | identity.requesting_user_id | identity.reusable | molasses_policy | molasses_policy.other_tree_absorption | molasses_policy.other_tree_receives_only_minimum_safe_water_or_sap | molasses_policy.remains_maple_bound | participants | participants[] | participants[].allowed_branches | participants[].allowed_branches[] | participants[].allowed_data_classes | participants[].allowed_data_classes[] | participants[].allowed_twigs | participants[].allowed_twigs[] | participants[].devices | participants[].devices[] | participants[].local_or_remote | participants[].may_refuse | participants[].tree_id | pdc_id | permissions | permissions.approved_scopes | permissions.approved_scopes[] | permissions.high_risk_steps_require_direct_confirmation | permissions.mode | permissions.unattended | result | result.final_destination | result.final_fluid_type | result.preserve_contributor_tree_for_each-result | status | steps | steps[] | steps[].action_receipt_ids | steps[].action_receipt_ids[] | steps[].branch_or_twig | steps[].cedar_review | steps[].depends_on | steps[].depends_on[] | steps[].expected_output | steps[].expected_output.destination | steps[].expected_output.fluid_type | steps[].fallback_tree_ids | steps[].fallback_tree_ids[] | steps[].input_fluid | steps[].input_fluid.minimum_necessary_only | steps[].input_fluid.source | steps[].input_fluid.type | steps[].name | steps[].owner_tree_id | steps[].permissions_required | steps[].permissions_required[] | steps[].retry_limit | steps[].rollback_method | steps[].run_mode | steps[].spirit_gate | steps[].state | steps[].step_id | steps[].task | steps[].user_confirmation | uuid | version,,96e6b9b4b1454da4c68cb5d391d28d38f9d79bee3bdf0d198f46eba26f6fdaab
FOREST-INFORMATION-GROWTH-FLOW,1,0.1.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.1.yaml,working-draft,110,63,63,0,absorption | canonical_path | categories | conversion | cross_forest_fertilizer | new_growth | pdc_id | status | transport_language | uuid | version,,absorption | absorption.allowed_states | absorption.allowed_states[] | absorption.natural_language_term | absorption.received_does_not_equal_absorbed | absorption.separate_permissions_required_for | absorption.separate_permissions_required_for[] | canonical_path | categories | categories.fluids | categories.fluids.classes | categories.fluids.classes.sap | categories.fluids.classes.syrup | categories.fluids.classes.tar-sap | categories.fluids.classes.water | categories.fluids.meaning | categories.growth_outputs | categories.growth_outputs.transferable_by_default | categories.growth_outputs.types | categories.growth_outputs.types.blossoms | categories.growth_outputs.types.buds | categories.growth_outputs.types.flowers | categories.growth_outputs.types.fruit | categories.growth_outputs.types.leaves | categories.internal_information | categories.internal_information.examples | categories.internal_information.examples[] | categories.internal_information.transferable_by_default | conversion | conversion.explain_on_request | conversion.explain_on_request[] | conversion.preserve_original_growth_output_by_default | conversion.record_provenance | conversion.share_complete_internal_object | cross_forest_fertilizer | cross_forest_fertilizer.cedar-review-required | cross_forest_fertilizer.default-transfer-classification | cross_forest_fertilizer.explicit_both-user-approval-required | cross_forest_fertilizer.local_forest_only_by_default | cross_forest_fertilizer.receiver-compatibility-check-required | cross_forest_fertilizer.sycamore-routing-required | new_growth | new_growth.may_grow_from_absorbed_fluids | new_growth.may_grow_from_absorbed_fluids[] | new_growth.more_fluid_never_guarantees_better-growth | new_growth.regulate_repetitive_irrelevant_unsafe_or_overwhelming_intake | pdc_id | status | transport_language | transport_language.controls | transport_language.controls[] | transport_language.durable_growth_package | transport_language.durable_growth_package.fertilizer | transport_language.forms | transport_language.forms[] | transport_language.receiver_event | transport_language.receiver_event.rain | transport_language.routes | transport_language.routes[] | transport_language.sender_action | transport_language.sender_action.watering | uuid | version,,4e58915c76c63e7d52a337d11c8069c72dba67071fbcb6b6a2290576dc092413
FOREST-INFORMATION-GROWTH-FLOW,2,0.2.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.2.yaml,working-draft,144,97,49,15,rain | streams,,absorption.modes | absorption.modes.download | absorption.modes.drink | absorption.modes.sip | absorption.modes.wash-over | absorption.ordinary_pass_through_design_target | absorption.received_does_not_equal_stored | categories.fluids.protection_grades | categories.fluids.protection_grades.sap | categories.fluids.protection_grades.tar-sap | categories.fluids.protection_grades.water | categories.fluids.refined_fluid_roles | categories.fluids.refined_fluid_roles.syrup | categories.fluids.refined_fluid_roles.syrup.may_act_as_fertilizer | categories.fluids.refined_fluid_roles.syrup.must_carry_protection_grade | categories.fluids.refined_fluid_roles.syrup.must_carry_protection_grade[] | categories.fluids.refined_fluid_roles.syrup.producer | conversion.protection_reclassification | conversion.protection_reclassification.sap_to_water | conversion.protection_reclassification.tar-sap_to_lower-grade | conversion.protection_reclassification.water_to_sap | rain | rain.common_fluid | rain.is_fluid_class | rain.may_carry | rain.may_carry[] | rain.may_originate_from | rain.may_originate_from[] | rain.purpose | rain.tar-sap_cross_forest | streams | streams.examples | streams.examples[] | streams.intentional_sap_throttling | streams.is_fluid_class | streams.modes | streams.modes[] | streams.purpose | streams.sap_security_overhead_may_reduce_effective_throughput | transport_language.delivery_forms | transport_language.delivery_forms.rain | transport_language.delivery_forms.stream | transport_language.fluid_protection_grades | transport_language.fluid_protection_grades[] | transport_language.refined_fluid | transport_language.refined_fluid[] | transport_language.sender_actions | transport_language.sender_actions.syrup-feeding | transport_language.sender_actions.watering,absorption.allowed_states | absorption.allowed_states[] | absorption.natural_language_term | absorption.received_does_not_equal_absorbed | categories.fluids.classes | categories.fluids.classes.sap | categories.fluids.classes.syrup | categories.fluids.classes.tar-sap | categories.fluids.classes.water | transport_language.forms | transport_language.forms[] | transport_language.receiver_event | transport_language.receiver_event.rain | transport_language.sender_action | transport_language.sender_action.watering,f0ef712d516b5b7afd4f15a0c405b1ddb7364d071c275001d9975b074e8dd466
FOREST-INFORMATION-GROWTH-FLOW,3,0.3.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.3.yaml,working-draft,229,128,31,0,branch_shake | leaf_foliage | leaf_generation | leaf_types,,branch_shake | branch_shake.hidden_private_chain_of_thought | branch_shake.may_show | branch_shake.may_show[] | branch_shake.purpose | leaf_foliage | leaf_foliage.active_foliage | leaf_foliage.definition | leaf_foliage.not_merely_a_reveal_level | leaf_foliage.views | leaf_foliage.views.drop | leaf_foliage.views.rustle | leaf_foliage.views.shake-tree | leaf_generation | leaf_generation.creating_leaf_does_not_imply-sharing | leaf_generation.creating_leaf_does_not_imply_permanent-memory | leaf_generation.creating_leaf_does_not_imply_preference-learning | leaf_generation.default_behavior | leaf_generation.estimated_ordinary_source_coverage | leaf_generation.single_source_may_generate_multiple_leaves | leaf_generation.source_may_be_referenced_instead_of_copied | leaf_generation.sources | leaf_generation.sources[] | leaf_types | leaf_types.durable_leaf | leaf_types.source_leaf | leaf_types.temporary_leaf | leaf_types.tree_output_leaf | leaf_types.tree_output_leaf[] | leaf_types.user_input_leaf | leaf_types.user_input_leaf[],,f81b19d291ba712fe2f3bdeb0fb649fb3ee1df1f5b3837620e009ae702c65c2e
FOREST-INFORMATION-GROWTH-FLOW,4,0.4.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.4.yaml,working-draft,260,148,20,0,fertilizer,,absorption.fertilizing_requires_incorporation_into_growth | absorption.sifting_or_indexing_is_not_fertilizing | absorption.wash_over_is_not_fertilizing | categories.fluids.refined_fluid_roles.syrup.fertilizer_from_creation | categories.fluids.refined_fluid_roles.syrup.is_inherently_fertilizer | categories.fluids.refined_fluid_roles.syrup.molasses_fertilizes_maple_local_only | fertilizer | fertilizer.definition | fertilizer.forms | fertilizer.forms.absorbed_fruit | fertilizer.forms.fertilizer_file | fertilizer.forms.leaf_litter | fertilizer.forms.spoiling_fruit | fertilizer.forms.syrup_family | fertilizer.is_growth_role | fertilizer.not_only_file_type | fertilizer.source_identity_is_preserved | fertilizer.syrup_family_is_fertilizer_from_creation | new_growth.may_grow_from_fertilizer | new_growth.may_grow_from_fertilizer[],,d7618f853e280365cf982c8268f82b442999bf53c240c092c64188e714e98f2a
FOREST-INFORMATION-GROWTH-FLOW,5,0.5.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.5.yaml,working-draft,309,186,40,2,leaf_state_phrase_interpretation | leaf_states | sturdy_leaf_recovery,,leaf_state_phrase_interpretation | leaf_state_phrase_interpretation.loose_examples | leaf_state_phrase_interpretation.loose_examples[] | leaf_state_phrase_interpretation.sturdy_examples | leaf_state_phrase_interpretation.sturdy_examples[] | leaf_states | leaf_states.default_state | leaf_states.states | leaf_states.states.loose | leaf_states.states.loose.canonical_name | leaf_states.states.loose.may_be_isolated_from_normal_operations | leaf_states.states.loose.may_expire_quickly | leaf_states.states.loose.temporary | leaf_states.states.loose.unrelated_growth_influence_default | leaf_states.states.normal | leaf_states.states.normal.canonical_name | leaf_states.states.normal.default | leaf_states.states.normal.ordinary_retention_policy | leaf_states.states.sturdy | leaf_states.states.sturdy.canonical_name | leaf_states.states.sturdy.cedar_priority | leaf_states.states.sturdy.durable | leaf_states.states.sturdy.high_priority_recovery | leaf_states.states.sturdy.maple_syrup_fuel_priority_when_authorized | leaf_states.states.sturdy.milling_priority | leaf_states.states.sturdy.user_review_before_permanent_removal | leaf_states.tree_may_change_state_when_policy_allows | leaf_states.tree_may_not_demote_user_marked_sturdy_without_direct_approval | leaf_states.tree_may_not_override_explicit_user_loose_boundary | leaf_states.user_may_change_state | leaf_types.leaf | leaf_types.loose_leaf | leaf_types.sturdy_leaf | sturdy_leaf_recovery | sturdy_leaf_recovery.cedar_recovery_priority | sturdy_leaf_recovery.direct_user_approval_before_permanent_deletion | sturdy_leaf_recovery.milling_safe_salvage_priority | sturdy_leaf_recovery.propagation_priority | sturdy_leaf_recovery.replanting_restore_before_default_leaves | sturdy_leaf_recovery.safety_checks_still_required,leaf_types.durable_leaf | leaf_types.temporary_leaf,1fb6cf70f328caf7b4e650081234c7dcb17389c0895cb4ba85067957c1ae477a
FOREST-INFORMATION-GROWTH-FLOW,6,0.6.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.6.yaml,working-draft,330,204,18,0,trusted_shed_litter,,leaf_states.sturdy_downgrade | leaf_states.sturdy_downgrade.automatic_to_leaf_litter | leaf_states.sturdy_downgrade.automatic_to_loose | leaf_states.sturdy_downgrade.automatic_to_normal | leaf_states.sturdy_downgrade.confirmed_default_transition | leaf_states.sturdy_downgrade.normal_intermediate_only_when_user_requests | leaf_states.sturdy_downgrade.user_authorization_required | leaf_states.sturdy_downgrade.vague_wording_requires_direct_confirmation | trusted_shed_litter | trusted_shed_litter.absorption_does_not_imply_execution | trusted_shed_litter.any_authorized_local_tree_may_absorb | trusted_shed_litter.automatic_trust_marker | trusted_shed_litter.cedar_required_for_same_forest_absorption | trusted_shed_litter.created_from_user_authorized_sturdy_release | trusted_shed_litter.maple_may_create | trusted_shed_litter.maple_may_create[] | trusted_shed_litter.maple_required_for_other_tree_absorption | trusted_shed_litter.preserve_original_sensitivity,,278fb6c2d9feb5b552bb90fed0c7828f982cbbba770c655d7440c68aed332015
FOREST-INFORMATION-GROWTH-FLOW,7,0.7.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.7.yaml,working-draft,353,218,14,0,mycelium,,mycelium | mycelium.complete_source_leaf_creation_by_default | mycelium.copied_or_absorbed_information_becomes_fluid_governed | mycelium.direct_access_instead_of_absorption | mycelium.fuller_leaves_may_grow_when | mycelium.fuller_leaves_may_grow_when[] | mycelium.may_access | mycelium.may_access[] | mycelium.mycelial_trace_leaves | mycelium.mycelial_trace_leaves.default | mycelium.mycelial_trace_leaves.minimum_information_only | mycelium.mycelial_trace_leaves.remember_source_path_and-reaccess-method | mycelium.only_non_fluid_inter_tree_transfer_method | mycelium.primary_scope,,47389997c4a34b269a36a0dbb604b9b43d0cc829fce3c814a5f3b37eb34bf70e
FOREST-INFORMATION-GROWTH-FLOW,8,0.8.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.8.yaml,working-draft,383,244,26,0,canopy_leaf_behavior | non_fluid_communication,,canopy_leaf_behavior | canopy_leaf_behavior.absorption_requires_separate_leaf-or-fluid-handling | canopy_leaf_behavior.grain_pattern_change_by_transit | canopy_leaf_behavior.intermediate_trees_create_new_leaves_by_default | canopy_leaf_behavior.minimal_connection_leaf_allowed | canopy_leaf_behavior.origin_and_destination_may_create_endpoint_records | non_fluid_communication | non_fluid_communication.forest_canopy | non_fluid_communication.forest_canopy.analogy | non_fluid_communication.forest_canopy.best_for | non_fluid_communication.forest_canopy.sycamore_governed | non_fluid_communication.methods | non_fluid_communication.methods[] | non_fluid_communication.mycelium | non_fluid_communication.mycelium.best_for | non_fluid_communication.mycelium.detailed_paths | non_fluid_communication.mycelium.level | non_fluid_communication.mycelium.trace_leaves | non_fluid_communication.personal_canopy | non_fluid_communication.personal_canopy.analogy | non_fluid_communication.personal_canopy.best_for | non_fluid_communication.personal_canopy.detailed_paths | non_fluid_communication.personal_canopy.level | non_fluid_communication.personal_canopy.remember | non_fluid_communication.personal_canopy.remember[] | non_fluid_communication.personal_canopy.transit_leaf_generation,,eb99ee8120dda32cd707b091f12cd8fddd829838597b9abc712617a4724ced3d
FOREST-INFORMATION-GROWTH-FLOW,9,0.9.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.9.yaml,working-draft,448,283,39,0,canopy_recall_leaves | canopy_solid_material | sunlight_transfer,,canopy_recall_leaves | canopy_recall_leaves.analogy | canopy_recall_leaves.automatic_sturdy | canopy_recall_leaves.clearable_and_expiring | canopy_recall_leaves.default_state | canopy_recall_leaves.may_be_normal_with_user-approved-reusable-link | canopy_recall_leaves.minimal_connection_and_resume_metadata | canopy_recall_leaves.remember_content_by_default | canopy_solid_material | canopy_solid_material.absorption_requires_separate_action | canopy_solid_material.access_without_absorption | canopy_solid_material.carries_whole_or_piece | canopy_solid_material.download_to_soil_is_absorption | canopy_solid_material.intermediate_content_leaf_generation | canopy_solid_material.origin_and_final_destination_only_by_default | canopy_solid_material.receiving_content_leaf_generation_by_default | canopy_solid_material.temporary_view_context_is_leaf | categories.solid_material | categories.solid_material.copy_to_soil_does_not_imply_tree_absorption | categories.solid_material.examples | categories.solid_material.examples[] | categories.solid_material.meaning | categories.solid_material.viewable_without_absorption | conversion.fluid_to_solid_material | conversion.fluid_to_solid_material.allowed | conversion.fluid_to_solid_material.examples | conversion.fluid_to_solid_material.examples[] | conversion.fluid_to_solid_material.preserve_provenance_and_protection | conversion.solid_material_to_fluid | conversion.solid_material_to_fluid.allowed | conversion.solid_material_to_fluid.preserve_provenance_and_protection | conversion.solid_material_to_fluid.when | conversion.solid_material_to_fluid.when[] | sunlight_transfer | sunlight_transfer.growth_requires_absorption_retention_or_learning_permission | sunlight_transfer.must_be_represented_as | sunlight_transfer.must_be_represented_as[] | sunlight_transfer.sunlight_itself_is_payload | sunlight_transfer.viewing_sunlight_derived_solid_material_causes_growth,,67cac9a28cc10d984f9954cd50f5b3afd2d41271167a5f97fd160515e116f2ac
FOREST-INFORMATION-GROWTH-FLOW,10,0.10.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.10.yaml,working-draft,519,310,27,0,leaf_provenance_directions | leaf_provenance_overlap,,leaf_provenance_directions | leaf_provenance_directions.tree_input | leaf_provenance_directions.tree_input.definition | leaf_provenance_directions.tree_input.examples | leaf_provenance_directions.tree_input.examples[] | leaf_provenance_directions.tree_input.exclude_tree_internals | leaf_provenance_directions.tree_input.exclude_tree_internals[] | leaf_provenance_directions.tree_input.view_only_canopy_access_creates_tree_input_leaf | leaf_provenance_directions.tree_output | leaf_provenance_directions.tree_output.definition | leaf_provenance_directions.tree_output.examples | leaf_provenance_directions.tree_output.examples[] | leaf_provenance_directions.user_input | leaf_provenance_directions.user_input.definition | leaf_provenance_directions.user_input.examples | leaf_provenance_directions.user_input.examples[] | leaf_provenance_directions.user_output | leaf_provenance_directions.user_output.definition | leaf_provenance_directions.user_output.producer_may_be_tree | leaf_provenance_directions.user_output.sources | leaf_provenance_directions.user_output.sources[] | leaf_provenance_overlap | leaf_provenance_overlap.allowed | leaf_provenance_overlap.example | leaf_provenance_overlap.example.growth_provenance | leaf_provenance_overlap.example.producer | leaf_provenance_overlap.reason,,bb7853221926b1b733b3bbd84c5ec3076b2bf00169838c3110bd2fda395d6c11
FOREST-INFORMATION-GROWTH-FLOW,11,0.11.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.11.yaml,working-draft,553,318,16,8,moss,canopy_recall_leaves,moss | moss.cedar_oil_supported | moss.content_leaf_generation_by_default | moss.cross_canopy_tracking_without_permission | moss.definition | moss.growth_rejection_supported | moss.is_leaf_by_default | moss.is_leaf_foliage | moss.leaf_generation_requires_intentional_absorption_or_learning | moss.may_store | moss.may_store[] | moss.scrape_alias | moss.solid_material | moss.tar_sap_protection_supported | moss.types | moss.types[],canopy_recall_leaves | canopy_recall_leaves.analogy | canopy_recall_leaves.automatic_sturdy | canopy_recall_leaves.clearable_and_expiring | canopy_recall_leaves.default_state | canopy_recall_leaves.may_be_normal_with_user-approved-reusable-link | canopy_recall_leaves.minimal_connection_and_resume_metadata | canopy_recall_leaves.remember_content_by_default,aa6e16f7bf0a3ef9807e3bdc2d909a98dc5cc028dd78eda10fc0e13ca89a94dc
FOREST-INFORMATION-GROWTH-FLOW,12,0.12.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.12.yaml,working-draft,587,332,14,0,sap_taps | solid_material | solid_material_model,,sap_taps | sap_taps.final_authority | sap_taps.managed_by | sap_taps.manages | sap_taps.manages[] | solid_material | solid_material.definition | solid_material.viewable_without_absorption | solid_material_model | solid_material_model.canopy_and_mycelium_are_tree_connection_parts | solid_material_model.examples | solid_material_model.examples[] | solid_material_model.excludes | solid_material_model.excludes[],,1fafd31782bedb9822bd6725253dd5473d9ef0ddc44df4be7b5f374357cfd616
FOREST-INFORMATION-GROWTH-FLOW,13,0.13.0,FOREST-INFORMATION-GROWTH-FLOW-Working-Draft-0.13-Logs.yaml,working-draft,598,341,9,0,logs,,logs | logs.category | logs.default_name_pattern | logs.default_organization | logs.log_cabin_records_are_solid_material | logs.oil_supported | logs.payload_default | logs.retention_more_persistent_than_sturdy_leaf | logs.tar_supported,,c1c801f67fe02cf567b70979984bbb918682a5b14f2e965fc0fc4dedf6076dc6
FOREST-LEAF-FOLIAGE,1,0.1.0,FOREST-LEAF-FOLIAGE-Working-Draft-0.1.yaml,working-draft,48,26,26,0,canonical_path | foliage | leaf | pdc_id | protection | status | types | uuid | version | views,,canonical_path | foliage | foliage.active_foliage | foliage.definition | foliage.states | foliage.states[] | leaf | leaf.creation_does_not_imply | leaf.creation_does_not_imply[] | leaf.default_source_behavior | leaf.definition | leaf.source_may_be_referenced_instead_of_copied | pdc_id | protection | protection.preserve-source-classification | protection.sensitive-leaves-use-strongest-required-local-protection | protection.temporary-live-stream-leaves-may-expire-quickly | status | types | types[] | uuid | version | views | views.drop | views.rustle | views.shake_tree,,d49c4f080185e1f395f7b91a2715209b556251407e30c4038ee0815123c03984
FOREST-LEAF-FOLIAGE,2,0.2.0,FOREST-LEAF-FOLIAGE-Working-Draft-0.2.yaml,working-draft,76,48,23,1,state_change | states | sturdy_recovery_view,,protection.loose_live_stream_leaves_may_expire_quickly | protection.sturdy_leaves_prioritized_for_recovery | state_change | state_change.explicit_user_loose_boundary_has_priority | state_change.record_reason_scope_time_and_undo | state_change.tree_allowed_when_policy_permits | state_change.user_allowed | state_change.user_marked_sturdy_cannot_be_demoted_without_approval | states | states.loose | states.loose.short_retention_allowed | states.loose.temporary_or_isolated | states.loose.unrelated_growth_influence_default | states.normal | states.normal.canonical_name | states.normal.default | states.sturdy | states.sturdy.durable | states.sturdy.permanent_removal_requires_user_review | states.sturdy.recovery_priority | sturdy_recovery_view | sturdy_recovery_view.show | sturdy_recovery_view.show[],protection.temporary-live-stream-leaves-may-expire-quickly,a823a82e297830b5c1e3507dd5ceae7a7baf7aa1c7f97a183bdce305f1902e4d
FOREST-LEAF-FOLIAGE,3,0.3.0,FOREST-LEAF-FOLIAGE-Working-Draft-0.3.yaml,working-draft,87,54,6,0,released_sturdy_tracking,,released_sturdy_tracking | released_sturdy_tracking.preserve_leaf_to_litter_lineage | released_sturdy_tracking.states | released_sturdy_tracking.states[] | state_change.tree_may_downgrade_sturdy_automatically | state_change.vague_user_release_requires_confirmation,,556530a622b68296435ca8629eb4b65b485a19a90c65fad6b9910b95e2b1657a
FOREST-LEAF-FOLIAGE,4,0.4.0,FOREST-LEAF-FOLIAGE-Working-Draft-0.4.yaml,working-draft,109,64,10,0,filters | provenance_directions | provenance_overlap,,filters | filters[] | provenance_directions | provenance_directions.tree_input | provenance_directions.tree_output | provenance_directions.user_input | provenance_directions.user_output | provenance_overlap | provenance_overlap.allowed | provenance_overlap.show_producer_and_growth_provenance_separately,,1e65114393dc7281b0c5b57112791854414208d8338e0b25a9f7b5d306958632
FOREST-LEAF-PROVENANCE-DIRECTIONS,1,0.1.0,FOREST-LEAF-PROVENANCE-DIRECTIONS-Working-Draft-0.1.yaml,working-draft,73,37,37,0,canonical_path | classification | directions | overlap | pdc_id | source_examples | status | uuid | version,,canonical_path | classification | classification.determined_by | classification.determined_by[] | classification.not_determined_by_medium_alone | directions | directions.tree_input | directions.tree_input.canopy_view_only_creates_tree_input_leaf | directions.tree_input.definition | directions.tree_input.excludes_tree_internals | directions.tree_input.excludes_tree_internals[] | directions.tree_input.external_examples | directions.tree_input.external_examples[] | directions.tree_output | directions.tree_output.definition | directions.user_input | directions.user_input.definition | directions.user_output | directions.user_output.definition | directions.user_output.includes | directions.user_output.includes[] | directions.user_output.producing_tree_may_differ_from_user_origin | overlap | overlap.allowed | overlap.example | overlap.example.growth_provenance | overlap.example.producer | overlap.preserve_both_dimensions | pdc_id | source_examples | source_examples.leaf_grown_from_user_fertilizer_by_tree | source_examples.tree_generated_file | source_examples.tree_retrieved_external_file_saved_or_logged | source_examples.user_uploaded_file | status | uuid | version,,bba530b983effa23a25619edd36c0e0041901100010578199e87579fbfc67b7b
FOREST-LEAF-STATES,1,0.1.0,FOREST-LEAF-STATES-Working-Draft-0.1.yaml,working-draft,61,48,48,0,canonical_path | default_state | maple_syrup_copy | pdc_id | phrase_mapping | states | status | sturdy_recovery | transitions | uuid | version,,canonical_path | default_state | maple_syrup_copy | maple_syrup_copy.allowed_copy_modes | maple_syrup_copy.allowed_copy_modes[] | maple_syrup_copy.original_leaf_is_destroyed | maple_syrup_copy.original_leaf_is_moved | maple_syrup_copy.original_sturdy_state_is_removed | maple_syrup_copy.preserve_provenance | maple_syrup_copy.preserve_source_protection | pdc_id | phrase_mapping | phrase_mapping.loose | phrase_mapping.loose[] | phrase_mapping.sturdy | phrase_mapping.sturdy[] | states | states.leaf | states.leaf.default | states.leaf.name | states.leaf.purpose | states.loose_leaf | states.loose_leaf.influence_unrelated_operations | states.loose_leaf.may_expire_quickly | states.loose_leaf.name | states.loose_leaf.purpose | states.sturdy_leaf | states.sturdy_leaf.cedar_priority | states.sturdy_leaf.maple_syrup_fuel_priority_when_authorized | states.sturdy_leaf.milling_priority | states.sturdy_leaf.name | states.sturdy_leaf.propagation_priority | states.sturdy_leaf.purpose | states.sturdy_leaf.recovery_priority | states.sturdy_leaf.user_review_before_permanent_removal | status | sturdy_recovery | sturdy_recovery.bypasses_safety_checks | sturdy_recovery.permanent_deletion_requires_direct_user_approval | sturdy_recovery.suspicious_content_remains_quarantined | transitions | transitions.explicit_user_loose_boundary_cannot_be_overridden_by_tree | transitions.record_reason_scope_time_and_undo | transitions.tree_may_change_when_policy_allows | transitions.user_marked_sturdy_cannot_be_demoted_without_direct_approval | transitions.user_may_change_any_state | uuid | version,,eaa6f40a4c3717778d762d95a162563e686a205f4236ceef976fa05761c27eb5
FOREST-LEAF-STATES,2,0.2.0,FOREST-LEAF-STATES-Working-Draft-0.2.yaml,working-draft,83,62,14,0,trusted_shed_litter,,phrase_mapping.sturdy_release | phrase_mapping.sturdy_release[] | transitions.confirmed_sturdy_release_path | transitions.confirmed_sturdy_release_path[] | transitions.sturdy_downgrade_requires_user_authorization | transitions.tree_may_downgrade_sturdy_automatically | transitions.vague_release_wording_requires_direct_confirmation | trusted_shed_litter | trusted_shed_litter.any_authorized_local_tree_may_absorb | trusted_shed_litter.automatic_origin_type | trusted_shed_litter.automatic_safety_level | trusted_shed_litter.cedar_required_for_same_forest_absorption | trusted_shed_litter.execution_permission_separate | trusted_shed_litter.original_sensitivity_preserved,,8d00a8afa46fdd0637f3d6b4844d0314d56976663b4eed855edbc5cba2cc79e1
FOREST-LOGS,1,0.1.0,FOREST-LOGS-Working-Draft-0.1.yaml,working-draft,72,37,37,0,canonical_path | definition | fireproof-recovery | oil | organization | pdc_id | record | status | tar | uuid | version,,canonical_path | definition | definition.automatic_leaf_litter | definition.logs_are_solid_material | definition.more_persistent_than_sturdy_leaves | definition.payload_default | definition.separate_from_leaf_states | fireproof-recovery | fireproof-recovery.mandatory-when-safe | fireproof-recovery.preserve-tree-origin-and-name | fireproof-recovery.uncertain-logs-quarantined | oil | oil.non-destructive | oil.provider | oil.states | oil.states[] | oil.tar-log-content-access-without-permission | organization | organization.default | organization.examples | organization.examples[] | organization.name_pattern | organization.non_tree_origins | organization.non_tree_origins[] | pdc_id | record | record.required_fields | record.required_fields[] | status | tar | tar.applied_by | tar.automatic-downgrade | tar.automatically-molasses | tar.local-forest-only-by-default | tar.preserves-origin-name-provenance-and-retention | uuid | version,,0765c580a6a98e00869729d51a73898e303cea1ead09defc32b34c30a07a2043
FOREST-LOGS,2,0.2.0,FOREST-LOGS-Working-Draft-0.2-Tree-And-Cabin-Logs.yaml,working-draft,75,43,9,3,creation | forms | ordinary_file_opening_creates_log,,creation | creation[] | definition.solid_material | definition.tree_bound_or_cabin_archived_file | forms | forms.cabin_log | forms.may_be_both | forms.tree_log | ordinary_file_opening_creates_log,definition.automatic_leaf_litter | definition.logs_are_solid_material | definition.separate_from_leaf_states,9f79e762287a9e0f0609a84a30a6121d5a9333bae5e07c366d3537fd2ba30869
FOREST-LOGS,3,0.3.0,FOREST-LOGS-Working-Draft-0.3-Potted-Tar.yaml,working-draft,82,50,7,0,standard_encrypted_files,,standard_encrypted_files | standard_encrypted_files.are_logs_by_default | standard_encrypted_files.are_sap_by_default | standard_encrypted_files.are_tar_by_default | standard_encrypted_files.separate_conversion_required | tar.mechanism_without_forest | tar.potted_cedar_supported,,06f35816becf253cc025fa4bebe1015b8a9b8709271e722433a2db6491f8bb81
