path	category	size	sha256	exact_match_count	certified_match_count	historical_match_count
learning/hot_context.py	CURRENT_SOURCE	13211	7b6886b20c520c26bcfb45552309d4f8c246344df4829d24937adabb36a2953e	0	0	0
learning/indexes.py	CURRENT_SOURCE	11925	d50fe67876c285e9ed34c829f00ce6475b899d5b8e20e5ab475b75fede6e2cf8	0	0	0
learning/operational.py	CURRENT_SOURCE	1054	472c80b8de70cb051ef2d7f3db3fb79b821caf93a59a04180b10c329e23a2c2a	0	0	0
learning/operational_matcher.py	CURRENT_SOURCE	11404	839c91d0cf406985b659da257fb85f50b238a030f6765d9ef7dbc847f2837620	0	0	0
learning/snapshot_provider.py	CURRENT_SOURCE	18961	d0d513fbb69a1a69ada8948f3e04c2549f6284d8c65e924aeda993a54533fb99	0	0	0
learning/turn_instruction.py	CURRENT_SOURCE	10122	4968d33e83118ffd93fbfae3607c3d1dde1982eede710e00d13eddf367842e4a	0	0	0
learning/turn_retrieval.py	CURRENT_SOURCE	16820	3e78104ebf70a5f6e8cc00885c5cd88e47f6e5b510f623efe9a26e3f95ae7436	0	0	0
model_form/__init__.py	CURRENT_SOURCE	2158	2c03f2e941001ea0d2a84603f14f6978cafe7268c2c61f4d186d3882e05d7a71	3	3	0
model_form/automatic_router.py	CURRENT_SOURCE	11577	3c0500762d56825ba64436faf021cc338e1c5e0c579482b2658500c9b09e42ee	3	3	0
model_form/automatic_routing.py	CURRENT_SOURCE	3337	bce0361131c560e1ff8b0bfa5919dfdc291984b1e34965fac8201cac245114e2	6	6	0
model_form/automatic_routing_evidence.py	CURRENT_SOURCE	3757	f28df92e43f1d7b52edb58f35a597ae3f75df4595ef0c6ace333821bb1e9d4cb	5	5	0
model_form/automatic_routing_policy.py	CURRENT_SOURCE	3954	01dde179a3ad57306e5542580665bd5db20fc9e8c021324eb08c072e594f7b4c	4	4	0
model_form/bindings.yaml	CURRENT_CONFIG	162	74110afd51de7ceddd02948d0430b0f9f1b5443a6eaaaa0b8a6e4164a52b0583	3	3	0
model_form/continuity.py	CURRENT_SOURCE	4394	75120e03319c9b638d5e6e34268a74711bcfa29b7f56518ae5125602b9b651bc	1	1	0
model_form/control.py	CURRENT_SOURCE	10907	da84ec0c8d524f05271ba9608722bbaeb22d3e98d78d28b3fa8a89c0c72b56d1	3	2	1
model_form/handoff.py	CURRENT_SOURCE	3822	48f16b54711f91ac0e61a5737f144fef51b96fb8aa8d3354756f0a8a95ba69ff	3	3	0
model_form/handoff_detection.py	CURRENT_SOURCE	2135	451e38ac331c522c3069fd2db98e885444027a26a87549430a75ce3e9df93696	2	2	0
model_form/model.py	CURRENT_SOURCE	4127	f6a5b2af4dcd79c41815ecb8422dfd625e6b81bd29d325fc71fc0d659342cf61	7	3	4
model_form/registry.py	CURRENT_SOURCE	9913	f7c85300334f49415d600412112a48b247dd73936ee3740a644e7a9afc50ddcb	3	2	1
model_form/resolution.py	CURRENT_SOURCE	10800	6a2eac1af3c15231bc93850ae5176d4f64b331017377d3ecef5e50b4a6df162c	3	3	0
reasoning/__init__.py	CURRENT_SOURCE	1805	4884f4370551ceae763826703dc377f543820e48b0e588c17dabb8079baf371f	0	0	0
reasoning/control.py	CURRENT_SOURCE	16476	097a6eee9386d1b4db4310308ff8e053f9fad11f787430d87896bf20975a5779	2	1	1
reasoning/model.py	CURRENT_SOURCE	3934	ae596c11e57d299f631c5139dcf827e79945a9b961f18042c1f518d6a5bf8102	0	0	0
reasoning/router.py	CURRENT_SOURCE	6584	fafd1cefdab42c3be03f1f62a802c071671f63b8d3581e70871786806780d434	0	0	0
resources/__init__.py	CURRENT_SOURCE	1876	bb8dc32f3f92f5f4e6894550358e490c05a70e837a64251125ce7557023a550e	2	2	0
resources/availability.py	CURRENT_SOURCE	2722	b6a9fe9bfbe23f8ada65d30ac76a8e8f62a4c2d33e2cc7199dc572c39c886eb7	13	9	4
resources/budget.py	CURRENT_SOURCE	2431	3ab5a79d57b0ea5ea34e2c5634bd8ad9282f484e6f761a8ad62023fa6b2d3cdb	15	10	5
resources/decision.py	CURRENT_SOURCE	3082	f9bf6f48620efcc2973e48abfb1d035658934aff623f79b280da8c3d48208c57	12	9	3
resources/evaluation.py	CURRENT_SOURCE	5069	0d485027b490c4a55cbe2841f943bb1a5d65db3cb44b84ddb599747bc048723c	3	3	0
resources/governor.py	CURRENT_SOURCE	6165	9d25c7802f6e58d4b9e8d21eff025a0c0aff0252afc84bcc13f6b78533e1aaea	7	6	1
resources/live_providers.py	CURRENT_SOURCE	7145	40b49375dbe014b27b6fc5696bccf74274864e42953c473b42ffe10a3c552299	6	6	0
resources/model.py	CURRENT_SOURCE	4683	7262ea30a432e8a454a4069f1d3b60e50e30600aa99308974e8f925877774da7	19	13	6
resources/request_preparation.py	CURRENT_SOURCE	2442	1e81e71ae3f6af7156ce7464fa5acacd84d37db6b827a5fa4de78993b3986549	5	5	0
resources/requirement.py	CURRENT_SOURCE	3153	4cebbfaa27e3360a5ec92edd311cd2f9424ee159c8a6c5c4bfa2a3335dc89f59	10	8	2
runtime/__init__.py	CURRENT_SOURCE	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2	0	0
runtime/adapters/__init__.py	CURRENT_SOURCE	323	40475ca312238520ba69e30f606a28ab0df0b657445ea2c9f7a0531e0f5d9442	0	0	0
runtime/adapters/base.py	CURRENT_SOURCE	3991	e2b002a37b7048fa543876a26c8608154a9707acdb93c378d3a1bdea66b395fb	1	1	0
runtime/adapters/factory.py	CURRENT_SOURCE	1883	80a70080689f15fc394b0db895927edb0f890f3b8d9e81c964af2641ecc2df3e	0	0	0
runtime/adapters/hermes.py	CURRENT_SOURCE	49088	a09949eead5cb9772aca312c91630703c7ff8ce43df778730279445b25635084	2	2	0
runtime/conversation_continuity.py	CURRENT_SOURCE	5215	f6604bce6c78b0f1a3c0f1de222b143d315dbe630776b8bdaf326e680327e997	2	2	0
runtime/helpers/hermes_profile_bridge.py	CURRENT_SOURCE	7506	85b463d66884bdea60710b7ec9e5f0b1df5d4c75c6713bde7f08d38e1f973909	0	0	0
runtime/model_residency.py	CURRENT_SOURCE	3492	a09e7c2a6203eafd8f1d748b65798d87d0b281635f0b2515addbba4027b7df63	6	6	0
runtime/session_identity.py	CURRENT_SOURCE	2710	8a1d668e898dc2df7b60fd5099be0cf42dd2d4c864cbe163164f0a061a777353	5	5	0
runtime/session_store.py	CURRENT_SOURCE	7080	3c3449fa878920ea27f39b6216cf38a687d09a08da1d5b57af68c1a2f4beb48f	5	5	0
runtime/task_session.py	CURRENT_SOURCE	359191	d666cb1471b568bf43db4255f5e84e98c1ea502af467e1e2670e4a93dc364991	10	10	0
runtime/tool_availability.py	CURRENT_SOURCE	12155	280e276e7cc98b94970f2f27264006ec2f38d67fb9f72987ac901db03ebc4a00	0	0	0
seed-manifest.json	CURRENT_CONFIG	873	f59d9b26f792a3f87444311659a15fb36ccc2a3ae0dc2caece53f2e8ac135472	0	0	0
source_context/__init__.py	CURRENT_SOURCE	339	7a99d8dde0e595143fcdf20991993114fb626e4083a4f1eac15da6a00c12255a	0	0	0
source_context/markdown_structure.py	CURRENT_SOURCE	10650	20b6f156d70fe036a28a280cb8930273b3c8ecd77648585cd13901adf1758658	0	0	0
source_context/markdown_structure_provider.py	CURRENT_SOURCE	8894	ef2b2deae9e495cf9effee8f147129560a1aa0e87d343109c12d825e035ff452	0	0	0
source_context/model.py	CURRENT_SOURCE	12378	584601a7e559ddd4bb731581a5e275f76bdc1cddf09784d144123b070cdefba9	0	0	0
source_context/observation.py	CURRENT_SOURCE	3605	58306cd160d49168bcdf43b8e014878e6c66223c816d0bad579d828b9c754de0	0	0	0
source_context/packet.py	CURRENT_SOURCE	24204	6adca2fa7b4a98ab8ddabaae4bcd6be5e836f3c38f4e78dd6813db43b47a1f94	0	0	0
source_context/reference_matcher.py	CURRENT_SOURCE	11101	e5f1ac6abc247f773f682a78a1e5dd50bbe6d509dbe62d1bd71dc955a8a1a4b1	0	0	0
source_context/rendering.py	CURRENT_SOURCE	13503	d9b46e784424ff79b14242d6e6a8d6a3de6681668e69c14d3d48093a9452306f	0	0	0
source_context/snapshot.py	CURRENT_SOURCE	11801	8489873087648fef28c74632947b2bfbc04f0a1f0f9959992b15d5655f69159e	0	0	0
source_context/structure.py	CURRENT_SOURCE	11413	84151905d872b0ec2df70cc78d9ca9ea283cefbaeb345ab38091bac9978d661b	0	0	0
source_context/structure_provider.py	CURRENT_SOURCE	8876	f073a1515707a069f9bba718b2a82ab7aac8f415363da38abf9f72912c4bd5a5	0	0	0
source_context/target_expansion.py	CURRENT_SOURCE	11584	d9699a9c449675e6e41d0bbb40122fa46f77ec4333606c297e5c1f2da614f1ec	0	0	0
source_context/targeting.py	CURRENT_SOURCE	5697	8f48ce0479d1279c5525e582ec46cf1aa35e41f0488b44fa7537bad4b0014b6b	0	0	0
turn_composition.py	CURRENT_SOURCE	6887	6efeb4c948ee6fba30e0bc880ada938f2503dd4af02e7b1828c0638127f03d29	0	0	0
ui/__init__.py	CURRENT_SOURCE	40	2015630cf00dd79a550a61411e0e2b1176a00b217583b778ae3c8ba04a5332df	0	0	0
ui/actions.py	CURRENT_SOURCE	2073	1d03d5ecac424d50b4fa90b03198ae4538a438bc22750c768d0454332eb49c00	0	0	0
ui/keybindings.py	CURRENT_SOURCE	9944	c1e3a97fbd7b493919753e5d3621e77d1f65cdc303bd2365f0c6ae5f884630c7	0	0	0
ui/presentation.py	CURRENT_SOURCE	4731	d45a9dce74629864f049e7270f3c962a96f7d2f0bbaccaa07a5e09242b64d7dc	1	0	1
ui/presentation_adapters/__init__.py	CURRENT_SOURCE	475	022dbb13380f7508c98974925a76059b6604034f3a612517045c742d98b844e4	0	0	0
ui/presentation_adapters/base.py	CURRENT_SOURCE	4226	1050856431cf61420f21bdd3452ceba2f9d589533ccc96e03236c96edc396e7a	0	0	0
ui/presentation_adapters/generic.py	CURRENT_SOURCE	2651	7246af7925d2d0caffb1a5e4acb9bbd267069128ab71e1a829d850ff0eb898a0	0	0	0
ui/presentation_host_adapters/__init__.py	CURRENT_SOURCE	232	ed96538b50de2bad58f9ccf7a45d1cebb9c4f5ab26201e22daf2b7e306a3a4bd	0	0	0
ui/presentation_host_adapters/qubes_i3_x11.py	CURRENT_SOURCE	21532	e443eae3998ae48043e0be6b4ca576aefcfa972ab7238c81efb0a5346995efb2	0	0	0
ui/reasoning_menu.py	CURRENT_SOURCE	23003	aa66df7908d1bcbd8e61146bd8de6695f81c3cbec46cc5adff22d828f99200d2	0	0	0
workshops/code-debug.yaml	CURRENT_CONFIG	310	645b988f55e92727de322f2a8e7cca967de16e35ddfcc8e6913e6e3a97675609	0	0	0
workshops/design.yaml	CURRENT_CONFIG	281	f916a0bd46f5d28008e5500a8dba94a39f8067b85ab303ec9707e075d5c415b5	0	0	0
workshops/model.yaml	CURRENT_CONFIG	380	eba11ef5ff2b26ab34d3f9059d6fb6a423ae07364051cdfbb879f82209bdf920	0	0	0
workshops/research.yaml	CURRENT_CONFIG	250	9ed8ab45a2c3ebbcc0ba6b9424ee0d847fa225182317fddf43aeb3c4da9d0f75	0	0	0
