source_path	sha256	category	authority	destination	action	status	notes
raw-import/2026-09-22-transfer/The-Forest/bristlecone/adapters/hermes.yaml	351524e2cb87051556c587a4500303f8b71e889bffa5110860604afe98efec3d	bristlecone-workshops	surviving production source	recovery/bristlecone/implementation/workshops/adapters/hermes.yaml	promote-verbatim	selected	Live Forest-to-Hermes capability mapping
raw-import/2026-09-22-transfer/The-Forest/bristlecone/bin/bristlecone-workshop.py	c1dba1892ee33f970f46d2286f9bdf4d84aed8277e08049602e74c6e556a2bb0	bristlecone-workshops	surviving production source	recovery/bristlecone/implementation/workshops/controller/bristlecone-workshop.py	promote-verbatim	selected	Live controller uses Forest runtime-adapter factory and runtime-before-Forest verification
raw-import/2026-09-22-transfer/The-Forest/bristlecone/workshops/code-debug.yaml	645b988f55e92727de322f2a8e7cca967de16e35ddfcc8e6913e6e3a97675609	bristlecone-workshops	surviving production source	recovery/bristlecone/implementation/workshops/profiles/code-debug.yaml	promote-verbatim	selected	Recovered live Code/Debug Workshop profile
raw-import/2026-09-22-transfer/The-Forest/bristlecone/workshops/design.yaml	f916a0bd46f5d28008e5500a8dba94a39f8067b85ab303ec9707e075d5c415b5	bristlecone-workshops	surviving production source	recovery/bristlecone/implementation/workshops/profiles/design.yaml	promote-verbatim	selected	Recovered live Design Workshop profile
raw-import/2026-09-22-transfer/The-Forest/bristlecone/workshops/model.yaml	eba11ef5ff2b26ab34d3f9059d6fb6a423ae07364051cdfbb879f82209bdf920	bristlecone-workshops	surviving production source	recovery/bristlecone/implementation/workshops/profiles/model.yaml	promote-verbatim	selected	Recovered live Model Workshop profile
raw-import/2026-09-22-transfer/The-Forest/bristlecone/workshops/research.yaml	9ed8ab45a2c3ebbcc0ba6b9424ee0d847fa225182317fddf43aeb3c4da9d0f75	bristlecone-workshops	surviving production source	recovery/bristlecone/implementation/workshops/profiles/research.yaml	promote-verbatim	selected	Recovered live Research Workshop profile
raw-import/2026-09-22-transfer/The-Forest/bristlecone/bin/resolve-workshop	8ae1129239309e8caabbe4fe04ea6b3f5646580c32453cc4ce13eea45606b398	bristlecone-workshops	surviving production support tool	recovery/bristlecone/implementation/workshops/tools/resolve-workshop	promote-verbatim	selected-evidence	Historical resolver CLI retained for comparison with live resolver/controller
raw-import/2026-09-22-transfer/The-Forest/bristlecone/bin/verify-live-workshop	0960d50536fd6ce4bddc97876b745502bd86c3ce9a47bb90211502a0ea81a0e3	bristlecone-workshops	surviving production verification tool	recovery/bristlecone/implementation/workshops/tools/verify-live-workshop	promote-verbatim	selected-evidence	Live Hermes toolset verification helper; evidence support, not certification by itself
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/__init__.py	7a99d8dde0e595143fcdf20991993114fb626e4083a4f1eac15da6a00c12255a	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/__init__.py	promote-verbatim	selected	Best recovered current Source Context package init; checkpoint-backed, not byte-certified
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/model.py	584601a7e559ddd4bb731581a5e275f76bdc1cddf09784d144123b070cdefba9	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/model.py	promote-verbatim	selected	Phase 14.9 source model implementation
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/observation.py	58306cd160d49168bcdf43b8e014878e6c66223c816d0bad579d828b9c754de0	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/observation.py	promote-verbatim	selected	Checkpoint documents LocalSourceObserver and stat-size-mtime-v1
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/snapshot.py	8489873087648fef28c74632947b2bfbc04f0a1f0f9959992b15d5655f69159e	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/snapshot.py	promote-verbatim	selected	Checkpoint documents race-safe immutable snapshot behavior
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/structure.py	84151905d872b0ec2df70cc78d9ca9ea283cefbaeb345ab38091bac9978d661b	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/structure.py	promote-verbatim	selected	Checkpoint documents python-ast-v1 objective structure
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/structure_provider.py	f073a1515707a069f9bba718b2a82ab7aac8f415363da38abf9f72912c4bd5a5	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/structure_provider.py	promote-verbatim	selected	Checkpoint documents exact-version shared structure provider/cache
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/markdown_structure.py	20b6f156d70fe036a28a280cb8930273b3c8ecd77648585cd13901adf1758658	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/markdown_structure.py	promote-verbatim	selected	Checkpoint documents markdown-headings-v1 structure
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/markdown_structure_provider.py	ef2b2deae9e495cf9effee8f147129560a1aa0e87d343109c12d825e035ff452	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/markdown_structure_provider.py	promote-verbatim	selected	Phase 14.9 Markdown structure provider
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/targeting.py	8f48ce0479d1279c5525e582ec46cf1aa35e41f0488b44fa7537bad4b0014b6b	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/targeting.py	promote-verbatim	selected	Checkpoint-backed turn-local targeting
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/reference_matcher.py	e5f1ac6abc247f773f682a78a1e5dd50bbe6d509dbe62d1bd71dc955a8a1a4b1	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/reference_matcher.py	promote-verbatim	selected	Checkpoint-backed exact/ambiguous reference matching
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/target_expansion.py	d9699a9c449675e6e41d0bbb40122fa46f77ec4333606c297e5c1f2da614f1ec	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/target_expansion.py	promote-verbatim	selected	Checkpoint-backed bounded ancestor expansion
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/packet.py	6adca2fa7b4a98ab8ddabaae4bcd6be5e836f3c38f4e78dd6813db43b47a1f94	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/packet.py	promote-verbatim	selected	Checkpoint-backed packet assembly/budget behavior
raw-import/2026-09-22-transfer/The-Forest/bristlecone/source_context/rendering.py	d9b46e784424ff79b14242d6e6a8d6a3de6681668e69c14d3d48093a9452306f	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/source_context/rendering.py	promote-verbatim	selected	Checkpoint-backed deterministic rendering and path privacy
raw-import/2026-09-22-transfer/The-Forest/bristlecone/turn_composition.py	6efeb4c948ee6fba30e0bc880ada938f2503dd4af02e7b1828c0638127f03d29	bristlecone-source-context	surviving production source + Phase 14.9 complete checkpoint	recovery/bristlecone/implementation/source-context/turn_composition.py	promote-verbatim	selected	Forest-level composition boundary; checkpoint verifies no-source identity and frozen final instructions
raw-import/2026-09-22-transfer/Forest Logs/forest_phase14_9_source_context_complete_checkpoint_2026-08-09.md	26762d2ae27d1a6749c1889369eae09d0902a96205fec79e17c451b887d8f636	bristlecone-source-context-evidence	engineering checkpoint	recovery/bristlecone/certification/source-context/PHASE14_9-COMPLETE-CHECKPOINT.md	promote-verbatim	selected	Explicitly closes Phase 14.9 and records correctness, recovery invariants, and benchmark results
raw-import/2026-09-22-transfer/Forest Logs/forest_phase14_7_colony_hot_context_checkpoint_2026-08-09.md	fe81a5faced56126fdd50c3e3cff3bdf47831d54d332f987ef753b911ad2fc95	bristlecone-hot-context-evidence	architecture/engineering checkpoint	recovery/bristlecone/certification/hot-context/PHASE14_7-COLONY-HOT-CONTEXT-CHECKPOINT.md	promote-verbatim	selected-evidence	Phase 14.7 Colony/Hot Context checkpoint
raw-import/2026-09-22-transfer/Forest Logs/bristlecone_layered_hot_context_and_task_session_cache_update.md	63728e429ceb1627f00dd1f7b7a01716cc307aeae21acbe3caa1941cd92f4506	bristlecone-hot-context-evidence	architecture update from live testing	recovery/bristlecone/certification/hot-context/LAYERED-HOT-CONTEXT-ARCHITECTURE-UPDATE.md	promote-verbatim	selected-evidence	Early layered reuse/invalidation architecture and live Hermes findings
raw-import/2026-09-22-transfer/The-Forest/bristlecone/cache/__init__.py	6ad14ad62f666dfd89bc6068967ce6bb5fd8565d0eb57cd5fb6c4c99ab4bda4c	bristlecone-hot-context	surviving current source + phase lineage	recovery/bristlecone/implementation/hot-context-learning/cache/__init__.py	promote-verbatim	selected	Late recovered cache package
raw-import/2026-09-22-transfer/The-Forest/bristlecone/cache/coordinator.py	3f0ff65a1362170e62b181048aa638bba93778809ccdebdd77a672ecb17a89f2	bristlecone-hot-context	surviving current source + Phase 14.5/14.7 lineage	recovery/bristlecone/implementation/hot-context-learning/cache/coordinator.py	promote-verbatim	selected	Later than surviving Phase 14.7C4A1 backup; current late implementation selected
raw-import/2026-09-22-transfer/The-Forest/bristlecone/cache/entry.py	5fcdcd629b83e249da4563cfdd3d56f3e43adb867a7016002466574fb7a771e7	bristlecone-hot-context	surviving current source + phase lineage	recovery/bristlecone/implementation/hot-context-learning/cache/entry.py	promote-verbatim	selected	Runtime-neutral derived cache entry definitions
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/__init__.py	bcdf0dd132a9db31337928cdb5c461e1d4cdf531779d260e9d4e61cedd7c94ef	bristlecone-learning	surviving current source + Phase 14.6/14.7 checkpoint evidence	recovery/bristlecone/implementation/hot-context-learning/learning/__init__.py	promote-verbatim	selected	Late recovered learning package
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/context_state.py	4a504a12a461541fa6370a5dca608e368a0e74873b254ab3add34c5f365447ed	bristlecone-learning	surviving current source + Context Route checkpoint	recovery/bristlecone/implementation/hot-context-learning/learning/context_state.py	promote-verbatim	selected	Implements Context Route Stamp and Task-Sticky pools
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/foundation.py	cd785a840356ad55d6ef27fb2b441620fb8280bbbda0bf583b700aba35a9601c	bristlecone-learning	surviving current source + Phase 14.6/14.7 checkpoint evidence	recovery/bristlecone/implementation/hot-context-learning/learning/foundation.py	promote-verbatim	selected	Authoritative append-only Operational Learning/User Context store
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/hot_context.py	7b6886b20c520c26bcfb45552309d4f8c246344df4829d24937adabb36a2953e	bristlecone-hot-context	surviving current source + Phase 14.7 complete checkpoint	recovery/bristlecone/implementation/hot-context-learning/learning/hot_context.py	promote-verbatim	selected	Stateless deterministic LayeredHotContextAssembler
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/snapshot_provider.py	d0d513fbb69a1a69ada8948f3e04c2549f6284d8c65e924aeda993a54533fb99	bristlecone-hot-context	surviving current source + Phase 14.7 complete checkpoint	recovery/bristlecone/implementation/hot-context-learning/learning/snapshot_provider.py	promote-verbatim	selected	Historical immutable snapshot provider with shared cache/single-flight
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/turn_retrieval.py	3e78104ebf70a5f6e8cc00885c5cd88e47f6e5b510f623efe9a26e3f95ae7436	bristlecone-hot-context	surviving current source + Phase 14.7 complete checkpoint	recovery/bristlecone/implementation/hot-context-learning/learning/turn_retrieval.py	promote-verbatim	selected	Turn-safe historical retrieval bridge
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/turn_instruction.py	4968d33e83118ffd93fbfae3607c3d1dde1982eede710e00d13eddf367842e4a	bristlecone-hot-context	surviving current source + Phase 14.7 complete checkpoint	recovery/bristlecone/implementation/hot-context-learning/learning/turn_instruction.py	promote-verbatim	selected	Immutable per-turn instruction composition
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/indexes.py	d50fe67876c285e9ed34c829f00ce6475b899d5b8e20e5ab475b75fede6e2cf8	bristlecone-learning	surviving current source + Phase 14.6 lineage	recovery/bristlecone/implementation/hot-context-learning/learning/indexes.py	promote-verbatim	selected	Warm derived learning/User Context indexes
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/context_matcher.py	b1870ea17fb322971ea2808b0404391856b43c67640995211ce8c964931511a4	bristlecone-learning	surviving current source + User Context routing checkpoint	recovery/bristlecone/implementation/hot-context-learning/learning/context_matcher.py	promote-verbatim	selected	Deterministic CHECK/MUST-CHECK User Context trigger matcher
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/operational.py	472c80b8de70cb051ef2d7f3db3fb79b821caf93a59a04180b10c329e23a2c2a	bristlecone-learning	surviving current source + Phase 14.6 lineage	recovery/bristlecone/implementation/hot-context-learning/learning/operational.py	promote-verbatim	selected	Compatibility facade over unified learning foundation
raw-import/2026-09-22-transfer/The-Forest/bristlecone/learning/operational_matcher.py	839c91d0cf406985b659da257fb85f50b238a030f6765d9ef7dbc847f2837620	bristlecone-learning	surviving current source + Phase 14.6 lineage	recovery/bristlecone/implementation/hot-context-learning/learning/operational_matcher.py	promote-verbatim	selected	Deterministic Operational Learning matcher
raw-import/2026-09-22-transfer/Forest Logs/forest_user_context_routing_and_learning_checkpoint_2026-08-09.md	02ef7212a123d2692d55cbcf75e4d6889013f949b3de7ec27452c7c465e16ef8	bristlecone-learning-evidence	architecture checkpoint	recovery/bristlecone/certification/hot-context/USER-CONTEXT-ROUTING-LEARNING-CHECKPOINT.md	promote-verbatim	selected-evidence	User Context precedence, trigger routing, route stamp, generations, Task-Sticky doctrine
raw-import/2026-09-22-transfer/The-Forest/bristlecone/runtime/adapters/base.py	e2b002a37b7048fa543876a26c8608154a9707acdb93c378d3a1bdea66b395fb	bristlecone-runtime-adapter	surviving current source + exact certified match	recovery/bristlecone/implementation/runtime-adapters/base.py	promote-verbatim	selected	Byte-identical to Phase 14.11 E4E2 certified base.py
raw-import/2026-09-22-transfer/The-Forest/bristlecone/runtime/adapters/hermes.py	a09949eead5cb9772aca312c91630703c7ff8ce43df778730279445b25635084	bristlecone-runtime-adapter	surviving current source + exact L.9/L.10 certified snapshots	recovery/bristlecone/implementation/runtime-adapters/hermes.py	promote-verbatim	selected	Byte-identical to certified Phase 14.11 L.9 and L.10 Hermes source snapshots
raw-import/2026-09-22-transfer/The-Forest/bristlecone/runtime/adapters/factory.py	80a70080689f15fc394b0db895927edb0f890f3b8d9e81c964af2641ecc2df3e	bristlecone-runtime-adapter	surviving current source + Phase 14.11 architecture checkpoint	recovery/bristlecone/implementation/runtime-adapters/factory.py	promote-verbatim	selected	Factory contract explicitly documented by later master checkpoint; no conflicting later source found
raw-import/2026-09-22-transfer/The-Forest/bristlecone/reasoning/__init__.py	4884f4370551ceae763826703dc377f543820e48b0e588c17dabb8079baf371f	bristlecone-reasoning	surviving current source + Phase 14.10/14.11 checkpoint evidence	recovery/bristlecone/implementation/reasoning/__init__.py	promote-verbatim	selected	Late recovered reasoning package
raw-import/2026-09-22-transfer/The-Forest/bristlecone/reasoning/model.py	ae596c11e57d299f631c5139dcf827e79945a9b961f18042c1f518d6a5bf8102	bristlecone-reasoning	surviving current source + Phase 14.10/14.11 checkpoint evidence	recovery/bristlecone/implementation/reasoning/model.py	promote-verbatim	selected	Canonical Light/Normal/Deep model with Quick/Standard migration aliases
raw-import/2026-09-22-transfer/The-Forest/bristlecone/reasoning/router.py	fafd1cefdab42c3be03f1f62a802c071671f63b8d3581e70871786806780d434	bristlecone-reasoning	surviving current source + Phase 14.10/14.11 checkpoint evidence	recovery/bristlecone/implementation/reasoning/router.py	promote-verbatim	selected	Deterministic late reasoning router; checkpoint-backed, not byte-certified
raw-import/2026-09-22-transfer/The-Forest/bristlecone/reasoning/control.py	097a6eee9386d1b4db4310308ff8e053f9fad11f787430d87896bf20975a5779	bristlecone-reasoning	surviving current source + exact certified match	recovery/bristlecone/implementation/reasoning/control.py	promote-verbatim	selected	Byte-identical to Phase 14.11 G7 final certified reasoning/control.py
raw-import/2026-09-22-transfer/Forest Logs/forest_phase14_10_revised_reasoning_control_plan_2026-08-10.md	67b01a158891446e2154120e60c2fceacc0ed4903f748a823bbcd37f5c742eab	bristlecone-reasoning-evidence	Phase 14.10 architecture checkpoint	recovery/bristlecone/certification/reasoning/PHASE14_10-REVISED-REASONING-CONTROL-PLAN.md	promote-verbatim	selected-evidence	Reasoning naming, precedence, persistence, lease, and UI doctrine
raw-import/2026-09-22-transfer/The-Forest/bristlecone/backups/phase14_11G7_final_certified_20260811T213503Z/reasoning/control.py	097a6eee9386d1b4db4310308ff8e053f9fad11f787430d87896bf20975a5779	bristlecone-reasoning-certification	certified source snapshot	recovery/bristlecone/certification/reasoning/PHASE14_11-G7-CERTIFIED-CONTROL.py	promote-verbatim	selected-evidence	Exact certified anchor for current reasoning/control.py
raw-import/2026-09-22-transfer/The-Forest/bristlecone/backups/phase14_11L6_A_reasoning_certified_20260812T172100Z/RESULT.txt	6eac8587500cab4e312f4f37346dddd88b99796c60ff86f0410a2bf229e1d44d	bristlecone-reasoning-certification	terminal-certified benchmark result	recovery/bristlecone/certification/reasoning/PHASE14_11-L6-RESULT.txt	promote-verbatim	selected-evidence	15-trial Light/Normal/Deep reasoning dataset certification
raw-import/2026-09-22-transfer/The-Forest/bristlecone/backups/phase14_11L6_A_reasoning_certified_20260812T172100Z/SUMMARY.json	1c4e241a10bf21604ae3003ec93f1ac667c85debe95196f9e79dbae4116f504c	bristlecone-reasoning-certification	terminal-certified benchmark summary	recovery/bristlecone/certification/reasoning/PHASE14_11-L6-SUMMARY.json	promote-verbatim	selected-evidence	Certified reasoning benchmark statistics and interpretation
raw-import/2026-09-22-transfer/The-Forest/bristlecone/backups/phase14_11L6_A_reasoning_certified_20260812T172100Z/PRODUCTION_SHA256.txt	67c66ede487202868f42a3d9bf6219e192664f0616f2b0e5af553f87953b30f5	bristlecone-reasoning-certification	terminal-certified production hash record	recovery/bristlecone/certification/reasoning/PHASE14_11-L6-PRODUCTION-SHA256.txt	promote-verbatim	selected-evidence	Production hashes frozen during L.6 reasoning certification
raw-import/2026-09-22-transfer/The-Forest/bristlecone/runtime/task_session.py	d666cb1471b568bf43db4255f5e84e98c1ea502af467e1e2670e4a93dc364991	bristlecone-task-session	surviving current source + exact late certified matches	recovery/bristlecone/implementation/phase14_11-core/runtime/task_session.py	promote-verbatim	selected	Exact matches through H/I/J and L.9/L.10 certified source snapshots
raw-import/2026-09-22-transfer/The-Forest/bristlecone/runtime/session_identity.py	8a1d668e898dc2df7b60fd5099be0cf42dd2d4c864cbe163164f0a061a777353	bristlecone-session-identity	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/runtime/session_identity.py	promote-verbatim	selected	Exact certified matches including D5/HB5
raw-import/2026-09-22-transfer/The-Forest/bristlecone/runtime/session_store.py	3c3449fa878920ea27f39b6216cf38a687d09a08da1d5b57af68c1a2f4beb48f	bristlecone-session-store	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/runtime/session_store.py	promote-verbatim	selected	Exact certified matches including H7/HB5
raw-import/2026-09-22-transfer/The-Forest/bristlecone/runtime/model_residency.py	a09e7c2a6203eafd8f1d748b65798d87d0b281635f0b2515addbba4027b7df63	bristlecone-model-residency	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/runtime/model_residency.py	promote-verbatim	selected	Exact certified matches through H7
raw-import/2026-09-22-transfer/The-Forest/bristlecone/runtime/conversation_continuity.py	f6604bce6c78b0f1a3c0f1de222b143d315dbe630776b8bdaf326e680327e997	bristlecone-continuity	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/runtime/conversation_continuity.py	promote-verbatim	selected	Exact certified Phase 14.11 E3 continuity source
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/__init__.py	2c03f2e941001ea0d2a84603f14f6978cafe7268c2c61f4d186d3882e05d7a71	bristlecone-model-form	surviving current source + exact certified G7 match	recovery/bristlecone/implementation/phase14_11-core/model_form/__init__.py	promote-verbatim	selected	Exact G7 final certified package export surface
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/model.py	f6a5b2af4dcd79c41815ecb8422dfd625e6b81bd29d325fc71fc0d659342cf61	bristlecone-model-form	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/model_form/model.py	promote-verbatim	selected	Exact B/D certified Model Form contract
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/control.py	da84ec0c8d524f05271ba9608722bbaeb22d3e98d78d28b3fa8a89c0c72b56d1	bristlecone-model-form	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/model_form/control.py	promote-verbatim	selected	Exact B/D0 certified control state
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/registry.py	f7c85300334f49415d600412112a48b247dd73936ee3740a644e7a9afc50ddcb	bristlecone-model-form	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/model_form/registry.py	promote-verbatim	selected	Exact D certified runtime-neutral registry
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/resolution.py	6a2eac1af3c15231bc93850ae5176d4f64b331017377d3ecef5e50b4a6df162c	bristlecone-model-form	surviving current source + exact G7 certified match	recovery/bristlecone/implementation/phase14_11-core/model_form/resolution.py	promote-verbatim	selected	Authoritative production Model Form precedence/resolution path
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/bindings.yaml	74110afd51de7ceddd02948d0430b0f9f1b5443a6eaaaa0b8a6e4164a52b0583	bristlecone-model-form	surviving current config + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/model_form/bindings.yaml	promote-verbatim	selected	Exact D5/G7/K1 certified binding registry
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/handoff.py	48f16b54711f91ac0e61a5737f144fef51b96fb8aa8d3354756f0a8a95ba69ff	bristlecone-handoff	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/model_form/handoff.py	promote-verbatim	selected	Exact E1-E3 certified immutable handoff contract
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/handoff_detection.py	451e38ac331c522c3069fd2db98e885444027a26a87549430a75ce3e9df93696	bristlecone-handoff	surviving current source + exact certified matches	recovery/bristlecone/implementation/phase14_11-core/model_form/handoff_detection.py	promote-verbatim	selected	Exact E2/E3 certified handoff detection
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/continuity.py	75120e03319c9b638d5e6e34268a74711bcfa29b7f56518ae5125602b9b651bc	bristlecone-continuity	surviving current source + exact certified match	recovery/bristlecone/implementation/phase14_11-core/model_form/continuity.py	promote-verbatim	selected	Exact E3 certified combined Model Form continuity
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/automatic_router.py	3c0500762d56825ba64436faf021cc338e1c5e0c579482b2658500c9b09e42ee	bristlecone-model-form-routing	surviving current source + exact G7 certified match	recovery/bristlecone/implementation/phase14_11-core/model_form/automatic_router.py	promote-verbatim	selected-historical	G7 says retained prototype/regression artifact, not authoritative production router
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/automatic_routing.py	bce0361131c560e1ff8b0bfa5919dfdc291984b1e34965fac8201cac245114e2	bristlecone-model-form-routing	surviving current source + exact G7 certified match	recovery/bristlecone/implementation/phase14_11-core/model_form/automatic_routing.py	promote-verbatim	selected	Authoritative production automatic routing implementation
raw-import/2026-09-22-transfer/The-Forest/bristlecone/model_form/automatic_routing_evidence.py	f28df92e43f1d7b52edb58f35a597ae3f75df4595ef0c6ace333821bb1e9d4cb	bristlecone-model-form-routing	surviving current source + exact G7 certified match	recovery/bristlecone/implementation/phase14_11-core/model_form/automatic_routing_evidence.py	promote-verbatim	selected	Authoritative production routing evidence model
